- kgethegilego	special
tlhaolo / khwaranthine	quarantine
tlhase ya mohlagase	electric spark
tlhaselo ka thobalano	sexual assault
tlhaselo ya bahlabaneladino ba ka thoko	overlap
tlhaselo ya bolwetši bja pelo	heart attack
tlhatlaganego	layered
tlhatlagano / llaga	layer
tlhatlamano yeo e sa feleng	perpetual succession
tlhatlogo	upswing / rebound
tlhatlogo ya mmaraka	bull market
tlhobaelo	sleep deprivation
tlhohleletšo	encouragement
tlhohleletšo	motivation
tlhohleletšo ya boingwadišo bja bakgethi	voter registration drive
tlhoka / lekgapetla / haseke	husk
tlhokakatišani / palohlokakatišani	prime number / prime
tlhokamokokotlo	invertebrate
tlhokatoka	injustice
tlhokego	demand
tlhoko	nipple
tlhoko yeo e palegilego	cracked nipple
tlhokofatšo ya maikutlo	emotional violence
tlhokofatšo ya mmele / kgobatšo	physical violence
tlhokofele / tšhupe	wart
tlhokofele ya mapele / tatamoloko ya mapele	genital wart / venereal wart
tlhokolo	censorship
tlhokomelo	care
tlhokomelo / magato a polokego / magato a tšhireletšego	safety measure
tlhokomelo pele ga pelego	prenatal care
tlhokomelo ya balwetši ka magaeng ka maloko a setšhaba	community-based care / community care / home community-based care
tlhokomelo ya boimana	antenatal care / ANC
tlhokomelo ya botswadi	parental care
tlhokomelo ya ka gae	home-based care
tlhokomelo ya kalafo	medical care
tlhokomelo ya maphelo	health care
tlhokomelo ya maphelo ya motheo	primary health care / PHC
tlhokomelo ye e ikgethilego	special care
tlhokomelokalafo	pharmaceutical care
tlhokomelona	acute care
tlhokomelonakotelele	long-term care / LTC
tlhokomelotelele / tlhokomelokhroniki	chronic care
tlhokomelotheo	primary care
tlhokomelotsebi	secondary care
tlhokomelotsenelelotsebi	tertiary care
tlhokomelotšwetšopele	continuity of care
tlholo ya mešomo	job creation
tlholoketapele / peamohlala	precedent
tlhomamišo	inauguration
tlhomamišo / kamogelo	confirmation
tlhompho / boikokobetšo	politeness
tlhompho ya kgathotema papading ya bosetšhaba	cap
tlhopho	classification
tlhopho	grouping
tlhopho / lenaneo	table
tlhopho / lenaneotlhopho	table
tlhopho / peakanyo	tabulation
tlhorišo / tshotlo / tšhomišompe / tšhomišobošaedi / tirišompe / tlaišo	abuse
tlhotlo	challenge
tlhwekišišothibelatwatši	aseptic processing
tlhwekišo	decontamination
tlhwekišo	hygiene
tlhwekišo	purification
tlhwekišo	sanitation
tlhwekišomadi / daelesese	dialysis
tlhwekišomeetse ka tlilorini	chlorination
tlhwekišomeetsekatlilorini	chlorination
tlogetšwego	missing
tlokammala	colourless
tloko / tsheto / segayo	engraving
tlotlontšu	vocabulary
tlou	elephant
tloša sekoloto / phumola sekoloto	write off
tlošo / ntšho	subtraction
tlošo ya dithokgwa	deforestation
tlwaelo / setlwaedi	habit
tlwaelo / setlwaedi	routine
tlwaetša ka go katiša	practise
tlwaetšegago / ruiwago	tame
tlwaetšo / katišotlwaetšo	practice
tlwaetšophelo	life orientation
tobetša	click
tobetša / kgotla / kokobetša	press
todi / sirapo	syrup
todi / tsina	honey
toka	justice
tokago / galakago	brackish
tokelo go ya ka molaotheo	constitutional right
tokelo ya bodudi	citizenship
tokelo ya boikgethelo	freedom of association
tokelo ya go bouta	freedom of voting
tokelo ya go gana	right of refusal
tokelo ya go ipatela	set-off
tokelo ya go tšweletša maikutlo	freedom of expression
tokelo ya motheo	basic right
tokelo ya palamente	parliamentary privilege
tokelo ya polelo	freedom of speech
tokelo ya semolao	legal right
tokelo ya setemokerasi	democratic right
tokollo ya ditaba go babegaditaba	press release
tokollohlarekatološo	extended-release medication
tokologano ya dipalo / tokologano ya dinomoro / tatelano ya dipalo / tatelano ya dinomoro	number array
tokologanyo / go lokologanya	array
tokologo	freedom
tokologo	liberation
tokologo ya bodumedi	freedom of religion
tokologo ya boikgopolelo	freedom of conscience
tokologo ya boikgopolo	freedom of thought
tokologo ya go ntšha maikutlo	freedom of expression
tokologo ya kamano	freedom of association
tokologo ya maikutlo	freedom of opinion
tokologo ya motho	personal freedom
tokomane ya maswanedi a go bouta	voter’s eligibility document
tokumenthari / lenaneo la thelebišene goba radio la go bontšha ditiragalo tša nnete ka taba yeo e itšego	documentary
tologa	melt
tologa / nyaoga	dissolve
tologago	deliquescent
tologegago	solubility
tomagantšho / tlhomagantšho	joinery
tona	male / male sex
tona	minister
tona ya kabinete	cabinet minister
tonakgolo / moporemia	premier
tonankatshadi / kgalamatona / lekgereletona	dual sexed
tone / tonekgolo	ton / long ton
tonki / pokolo / esele / molahlwaleboya	donkey
tonyago / tšidifetšego	cold
torana	turret
toropo	town
transistara / thransistara	transistor
trapesiamo	trapezium
treefute	tripod
trilione	trillion
tsebagatšo	declaration
tsebagatšo ya dipoelo	announcement of results
tsebe	ear
tsebiša / hlagiša / tšweletša	introduce
tsebišo ya dipoelo tša dikgetho	proclamation of votes
tsebišo ya go kgethwa	declare elected
tsebišo ya tšhišinyo	notice of motion
tsebo ya badiriši / tsebo ya bareki	consumer knowledge
tsebo ya dijo tša phepo	nutritional information
tsebo ya go anegelwa	oral knowledge
tsebo ya tša setšo	traditional knowledge
tsebokakaretšo	general knowledge
tsebopalo	numeracy
tsebotirišo ya khomphyutha / tsebotirišo ya khomphiutha	e-literacy
tsekana ya paete / paetana	bit
tsela	path
tsela	route
tsela	track
tsela / pata / mmila	road
tsela ya bogwebi bjo bo lokologilego	free enterprise system
tsela ya elekthroniki / peakanyo ya elekthroniki	electronic system
tsela ya go fapafapana	different way
tsela ya go goga / tsela ya katrole / peakanyo ya go goga / peakanyo ya katrole	pulley system
tsela ya go se bolokege	unsafe way
tsela ya haetroliki / tsela ya haedroliki	hydraulic system
tsela ya megalatšhika	nervous system
tsela ya megalatšhika / tsela ya methapo	nervous system
tsela ya mohlagase / tselakelelamohlagase	circuit
tsela ya oksoso / peakanyo ya oksoso	exhaust system
tsela ya thekišetšano ye e lokologilego	free market system
tsela ye kopana	short way
tselakefogo	bypass
tselakgokagano	lifeline
tselamohlagasekopanego / sekhethe ye kopantšwego / tselamohlagasekopanego	integrated circuit
tselanagaremeago / akheiti	arcade
tselanamaminana	slimy trail
tselanathoko	pavement
tselanolonolo	simplest form
tselantikodiko ya mohlagase	electric circuit
tselapalo / mokgwapalo	number system
tselapalo / mokgwapalo	numerical system
tselataoladiela / sekhethe	circuit
tselataolamoya / tselakelelamoya	circuit
tselataolo ye e nago le dipego	closed loop system
tselatheledi / seporo	stile
tsenelelanohlare	drug-drug interaction
tseno	penetration
tseno / tumelelo / phihlelelo / khwetšo	access
tsenogare	interjection
tsentšha	integrate
tsentšha / tekela	insert
tsenya moya	ventilate
tsenya tshedimošo khomphyutheng / tsenya tshedimošo khomphiutheng	input
tsenyoletsogo ya setšhaba	public participation
tsenyomoya	ventilation
tsenyomoya ya tšhemele / tsenyomoya ya tšhemene	chimney ventilation
tsepamego	vertical
tsepamiša / tokaetša / petlapetla / theneketša / lekalekanetša	balance
tsepamo / tsethwii	perpendicular
tshedimošo	information
tshedimošo / data / dintlhakgoboketšwa / tshedimošokgoboketšwa	data
tshedimošo / datha / deitha	data
tshedimošo / dintlhakgoboketšwa / tshedimošokgoboketšwa / datha	data
tshedimošo / tsebo	information
tshedimošo ka ga mopanki	bank details / banking details
tshedimošo ka khomphyutheng / tshedimošo ka khomphiutheng	input
tshedimošo ka sebopego sa dipalo / titšithale	digital
tshedimošohlopša	database
tshediša kgwele	lob the ball
tshedišo ya kgwele ka go e tsuputša	chip
tshefo / tlhotlo	filtration
tshego ya mellwane	demarcation
tshehlanatšhipi / mafofora a tšhipi	iron filing
tshekamo	deformity
tshekamo	slope
tshekamo ya kgopolo	stereotype
tshekatsheko ya SWOT	swot analysis
tshekatsheko ya dikholego le dikotsi	benefit-risk profile
tshekatsheko ya dinyakwa go tša matlotlo / tlhophollo ya dinyakwa go tša matlotlo	financial needs analysis
tshekišo / phresiphitheišene	precipitation
tshela	six
tshela ka matlafašo ya tharo	six cubed / six to the power of three
tshelo ya melawana	contravention of code
tshelohlahlobohlare	biowaiver / biological waiver
tshelomolao	infringement / violation
tshenyagalelo go ya ka ditlamorago	consequential loss
tshenyagalelo ya go se fetoge	fixed expense
tshenyagelo yeo e sa bonagalego / tshenyagelo yeo e iphihlilego	implicit costs
tshenyegelo	expense
tshenyegelomoka	total expenditure
tshenyego ya sekepe	shipwreck / wreck
tshenyo	damage
tshenyo	destruction
tshenyo / senyega / senyegilego / senyago	corrupt
tshenyo moya ya tlhago	natural ventilation
tshenyokgolo / tshenyotsenelela	extensive damage
tshepedišo	procedure
tshepedišo	process
tshepedišo / tshepetšo	conduction
tshepedišo ya dikgetho	election procedure
tshepedišo ya dikgetho	election process
tshepedišo ya dikgetho	voting procedure
tshepedišo ya molao	rule of law
tshepedišo ya palamente	parliamentary procedure
tshepedišo ya setemokerasi	democratic process
tshepedišo ya tleleime	claim process
tshepedišobjako ya tshedimošo	information superhighway
tshepelobokaphoto	wavelike motion
tshepelontikodiko	rotary motion
tshepetšaborutho	thermal conductivity
tshepetšo	process
tshepetšo	transport / transportation
tshepetšo ya bogwebi bjo bo lokologilego	free enterprise system
tshepetšo ya dikgetho tša lelokotee	single-member system
tshepetšo ya go kgetha gabedi	two-round system / TRS / two-round electoral system
tshepetšo ya ikonomi ya setlogo	traditional economy
tshepetšo ya karolokgetho	constituency system
tshepetšo ya leloko la tlaleletšo	additional member system
tshepetšo ya mekgatlontši	multiparty system
tshepetšo ya phišo ka seela goba gase	convection
tshepetšo ya setemokerasi	democratic system
tshepetšo ya tša ikonomi	economic system
tshepetšogaretlalo	transdermal route
tshepetšohlaretlalo	topical route
tshepetšokabomeetse	water supply system
tshepetšomoya	radon system
tshepetšotlhwekišišophetšo	terminal sterilisation
tshepetšotšhila / kelelatšhila	sanitary sewer
tshephe	springbuck
tshepo / kholofelo	hope
tshepo ya badiriši / tshepo ya bareki	consumer confidence
tshese	thin
tshetledi / kgwega ya sekepe / ankhara	anchor
tshetlelokgapeletšo / taekhasting	die-casting
tshwaetšano / tshwaetšoputla	cross contamination
tshwano	similarity
tshwano / tekatekano	tally / reconciliation
tshwantšho / sethalwa / sekhetšhe	sketch
tshwantšho boka bolepu / tshwantšho boka bobi / tshwantšho boka letata	spider diagram
tshwantšho ka kerafo	graphical representation
tshwantšho ya khutlonne / tshwantšho ya ploko	block diagram
tshwantšhothalwa / phiktokramo	pictogram / pictograph / picture diagram
tshwaotlhahlo	blue staking
tshwarelelo ya methopo / kgotlelelo ya methopo	sustainability
tshwaro ya kgwele papading	ball possession
tshwarompe	maltreatment
tsina / manopi / bolopi	nectar
tsinkelopapetšohlare	medication reconciliation
tsokama / kotama	perch
tsoma	hunt
tsoma	prey on
tsothwanagauta / phefadigauta	golden brown
tsošološo ya Seafrika	African renaissance
tswadišo	breed
tswadišo	propagation
tswadišomelantlelepeu	vegetative reproduction
tswaka / themphara	temper
tswakantšho philisi / tlhakantšho hlare	compounding
tswakantšhophilisi / tlhakantšhohlare	compounding
tswala	interest
tswala / belega / hlatša	reproduce
tswala / leshokotšo	interest
tswala ya go hlatlaganywa	compound interest
tswala yeo e kokotletšego / tswala yeo e oketšegilego	accrued interest
tswalanego	related
tswalano	relationship
tswalano / kamano	relationship
tswalegile	closed
tswalelelotšhika / theromposisi	thrombosis
tswalelopelego	sterilisation
tswalelwa le go rekišwa ga kgwebo	liquidate
tswalo / hlatšo	breeding
tswalo / pelego / tlhatšo	reproduction
tswalokakamano	sexual reproduction
tswinya	squeal
tswinyofahla	wheezing
tulafatšo / pholineišene / kgotlelo	pollination
tulo	sitting
tulo ya ngwako ohle / tulo ya ngwako wohle	plenary session
tulo ya palamente	sitting of parliament
tulokopanelwa	joint sitting
tumelelano	consensus
tumelelano	mandate
tumelelano ka konteraka	contractual agreement
tumelelano ya go hloka maatla a boikgethelo	non-discretionary mandate
tumelelano ya go laola	discretionary mandate
tumelelano ya go se bolele selo	sub judice convention
tumelelano ya kgwebišano	trade agreement
tumelelano ya khutšo	peace agreement
tumelelano ya mokitlana / tumelelano ya sekoloto	credit agreement
tumelelano ya thekišo	sales agreement
tumelelano ya thekoleswa	repurchase agreement / repo
tumelelo	authorisation
tumelelo	consent
tumelelo	permission
tumelelo ka moemedi	proxy consent
tumelelo ka tsebo	informed consent
tumelelo ya go gweba ka leina	franchise
tumelelo ya go ntšha tšhelete yeo o se nago le yona	overdraft facility
tumelelo ya molomo	verbal consent
tumelelo yeo e saennwego	signed consent
tumelo	belief
tumelo	faith
tumelo	religion
tumelo ya Bohindu	Hinduism
tumelo ya Seafrika ya Setšo / tumelo ya Seafrika ya Setlogo	traditional African religion
tumelo ya bodumedi	religious belief
tumelo yeo e fošagetšego ka tša thobalano	sexual myth
tumelokgopolo	ideology
tumišo / theto	plaudit
tutela / borutho	thermal
tutetša / ruthufatša / futhumatša	heat
tutetšago / ruthufatšago / ruthetšago	thermal
tutetšego / ruthetšego	warm
twantšho ntle le merusu	passive resistance
twantšho ya go ba le khutšo	peaceful resistance
twatši	germ
twatši	germ / pathogen
twatši ye e bolayago	deadly germ
tša bokatse / legoro la bokatse	feline
tša bokgogo / diruiwa tša maphego	poultry
tša bonawa / diphotlwa / mohutanawa	legume
tša botaki / tša bokgabo	the arts
tša maitirelo	synthetics
tša ralawene	railway
tšabelini	javelin
tšahoši / tšhošane / tšhošwane	ant
tšatšikgwedi	date
tšatšing / seetšatšatšithwii / mohlaseditšatšithwii	direct sunlight
tšea sekoloto sa thoto gape / tšea mokitlana wa thoto gape	remortgage
tšeelwa thoto ya sekoloto / amogwa thoto ya mokitlana	repossess
tšelathini / sethemiši	gelatin
tšeli / jeli	jelly
tšempe	jamb
tšenale ya bakoloti	debtors journal
tšenale ya bakolotwa	creditors journal
tšenale ya diresiti tša tšheke	cash receipts journal
tšenale ya ditefo ka kheše	cash payments journal
tšeo di akareditšwego	inclusion / covered by policy
tšeo di sego tša akaretšwa	exclusion
tšeokarolo setšhabeng	community involvement
tšeometri	geometric
tšeometri / dipalo tša go ama dibopego tša dilo	geometry
tšeosephetho	decision-making
tšeothišu / tšeothišuphedi	tissue extract
tšhabelo ya motšhelo / tšhabelo ya lekgetho	tax evasion
tšhaene / ketwane	chain
tšhagatšhaga / tšharatšhara	rattle
tšhakhoulo	charcoal
tšhalelo ka tefelo	arrears
tšhalomoragotšhomišohlare	pharmacovigilance / PV
tšhanele / selaetšakelelo	channel
tšhate	chart
tšhate ya go polana	planning chart
tšhathathe akhaonthente	chartered accountant / CA
tšhatšha / tlotša	coat
tšhatšhamelothurogo	gastroenteritis
tšhatšhamelothurugo	inflammation
tšhatšhamelothurugo phaepheswafo / poronkhaithisi	bronchitis
tšhatšhamelothurugo saenase	sinusitis / sinus infection
tšhatšhamelothurugoa phentikisi	appendicitis
tšhatšhamelothurugobjoko / ensifilaethisi	encephalitis
tšhatšhamelothurugokodu / tšhatšhamelothurugothaka	tonsillitis
tšhatšhamelothurugole lalegolo / daevethikhulaesese	diverticulitis
tšhatšhamelothurugolelana / leatla	enteritis
tšhatšhamelothurugomalokollo	arthritis
tšhatšhamelothurugonko / rainaithisi	rhinitis
tšhatšhamelothurugopšio / neferaethisi	nephritis
tšhatšhamothurugomogolo / farintšaethisi	pharyngitis
tšhatšhišitšwego	charged
tšhea / thelela / thala	dribble
tšheke	cheque
tšheke ya boeti	traveller’s cheque / traveler’s check
tšheke ya moputso / tšheke ya mogolo	pay cheque / paycheck
tšhela	maraca
tšhela	pour
tšhela	shaker
tšhelete	cash
tšhelete	currency
tšhelete	money
tšhelete ya boingwadišo	signing-on fee
tšhelete ya dinaga tša ka ntle / forekese	foreign exchange
tšhelete ya go thoma kgwebo	start-up money / start-up capital
tšhelete ya kadimišano	hot money
tšhelete ya mathomo ya kadimo	principal
